,name,wm_ID,rating,num_of_rating,price,brand,connection,type,battery,microphone,noise,water,weight,driver,impedance,frequency response,sensitivity,UPC,model number,manufacturerID,RecommendedUse,HeadphoneStyle,Wireless,CompatibleDevices,HeadphoneType,WirelessTechnology
610,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
611,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
612,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
613,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
614,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
615,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
616,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
617,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
618,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
619,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
620,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
621,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
622,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
623,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
624,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
625,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
626,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
627,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
628,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
629,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
630,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
631,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
632,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
633,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
634,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
635,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
636,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
637,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
638,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
639,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
640,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
641,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
642,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
643,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
644,"onn. True Wireless Earphones, White",Walmart #  578713291,4.0,258 ratings,$19.88 ,,wireless,,,mic,0,waterproof,,,,,,,,,,In-Ear,Y,Android/iOS,Earbuds,Bluetooth
645,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
646,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
647,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
648,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
649,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
650,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
651,"onn. True Wireless Earphones, White",Walmart #  578713291,4.0,258 ratings,$19.88 ,,wireless,,,mic,0,waterproof,,,,,,,,,,In-Ear,Y,Android/iOS,Earbuds,Bluetooth
652,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
653,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
654,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
655,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
656,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
657,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
658,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
659,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
660,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
661,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
662,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
663,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
664,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
665,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
666,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
667,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
668,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
669,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
670,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
671,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
672,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
673,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
674,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
675,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
676,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
677,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
678,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
679,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
680,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
681,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
682,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
683,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
684,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
685,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
686,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
687,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
688,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
689,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
690,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
691,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
692,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
693,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
694,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
695,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
696,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
697,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
698,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
699,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
700,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
701,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
702,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
